0.020000, 0.000000
0.020000, 0.000000
0.040000, 0.000050
0.040000, 0.000025
0.060000, 0.018980
0.060000, 0.009488
0.080000, 0.426410
0.080000, 0.213261
0.100000, 0.950460
0.100000, 0.475306
0.120000, 0.999680
0.120000, 0.499904
0.140000, 1.000000
0.140000, 0.500063
0.160000, 1.000000
0.160000, 0.500063
0.180000, 1.000000
0.180000, 0.500063
0.200000, 1.000000
0.200000, 0.500063
0.220000, 1.000000
0.220000, 0.500063
0.240000, 1.000000
0.240000, 0.500063
0.260000, 1.000000
0.260000, 0.500063
0.280000, 1.000000
0.280000, 0.500063
