0.020000, 0.001330
0.020000, 0.000109
0.040000, 0.016500
0.040000, 0.005931
0.060000, 0.137790
0.060000, 0.064838
0.080000, 0.471130
0.080000, 0.231998
0.100000, 0.809750
0.100000, 0.403501
0.120000, 0.965900
0.120000, 0.482717
0.140000, 0.997120
0.140000, 0.498617
0.160000, 0.999920
0.160000, 0.500039
0.180000, 1.000000
0.180000, 0.500078
0.200000, 1.000000
0.200000, 0.500078
0.220000, 1.000000
0.220000, 0.500078
0.240000, 1.000000
0.240000, 0.500078
0.260000, 1.000000
0.260000, 0.500078
0.280000, 1.000000
0.280000, 0.500078
